Price,Close,Predictions
Ticker,NVDA,
Date,,
2023-11-16,49.46162796020508,51.867966
2023-11-17,49.27969741821289,52.098145
2023-11-20,50.390281677246094,52.168934
2023-11-21,49.925453186035156,52.67293
2023-11-22,48.697906494140625,52.85544
2023-11-24,47.758262634277344,52.377934
2023-11-27,48.22408676147461,51.57757
2023-11-28,47.80324172973633,51.26885
2023-11-29,48.122127532958984,51.020706
2023-11-30,46.752628326416016,51.04691
2023-12-01,46.74763107299805,50.53123
2023-12-04,45.49309539794922,50.133762
2023-12-05,46.55280303955078,49.384594
2023-12-06,45.49009704589844,49.349396
2023-12-07,46.58279037475586,49.00903
2023-12-08,47.49253463745117,49.231888
2023-12-11,46.61378479003906,49.858784
2023-12-12,47.643489837646484,49.910225
2023-12-13,48.07437515258789,50.26337
2023-12-14,48.3362922668457,50.6959
2023-12-15,48.87614440917969,51.06419
2023-12-18,50.06280517578125,51.488785
2023-12-19,49.58993911743164,52.25074
2023-12-20,48.09735870361328,52.5419
2023-12-21,48.97611618041992,51.96688
2023-12-22,48.816162109375,51.84803
2023-12-26,49.26502990722656,51.801968
2023-12-27,49.402992248535156,51.998596
2023-12-28,49.507965087890625,52.2282
2023-12-29,49.507965087890625,52.418102
2024-01-02,48.15434646606445,52.520576
2024-01-03,47.55551528930664,51.97455
2024-01-04,47.984397888183594,51.277386
2024-01-05,49.08308029174805,51.03734
2024-01-08,52.238182067871094,51.474476
2024-01-09,53.12493896484375,53.235847
2024-01-10,54.334590911865234,54.884735
2024-01-11,54.806461334228516,56.318424
2024-01-12,54.694488525390625,57.27147
2024-01-16,56.36602020263672,57.647278
2024-01-17,56.037113189697266,58.45996
2024-01-18,57.090816497802734,58.85844
2024-01-19,59.47413635253906,59.472923
2024-01-22,59.63709259033203,60.907852
2024-01-23,59.85603332519531,61.961067
2024-01-24,61.3446044921875,62.5902
2024-01-25,61.59953308105469,63.512337
2024-01-26,61.013702392578125,64.201584
2024-01-29,62.44729232788086,64.30027
2024-01-30,62.75620651245117,64.87469
2024-01-31,61.50956344604492,65.43242
2024-02-01,63.00913619995117,65.21852
2024-02-02,66.14125061035156,65.61601
2024-02-05,69.3123550415039,67.3275
2024-02-06,68.20366668701172,69.9364
2024-02-07,70.0791244506836,71.09596
2024-02-08,69.62125396728516,72.28205
2024-02-09,72.11255645751953,72.7258
2024-02-12,72.22752380371094,73.91433
2024-02-13,72.10755920410156,74.768326
2024-02-14,73.87906646728516,75.14711
2024-02-15,72.63739776611328,76.05082
2024-02-16,72.59241485595703,76.12273
2024-02-20,69.43231201171875,76.00726
2024-02-21,67.452880859375,74.54216
2024-02-22,78.5157470703125,72.62966
2024-02-23,78.7946548461914,76.312965
2024-02-26,79.06958770751953,79.562996
2024-02-27,78.6786880493164,81.45807
2024-02-28,77.64098358154297,82.05531
2024-02-29,79.0895767211914,81.64642
2024-03-01,82.25567626953125,81.83442
2024-03-04,85.21283721923828,83.42541
2024-03-05,85.94366455078125,85.87846
2024-03-06,88.67901611328125,87.73671
2024-03-07,92.64707946777344,89.85066
2024-03-08,87.5073013305664,92.77361
2024-03-11,85.75370788574219,92.278984
2024-03-12,91.89126586914062,90.622894
2024-03-13,90.86650085449219,92.14493
2024-03-14,87.9231948852539,93.13313
2024-03-15,87.81622314453125,92.36548
2024-03-18,88.43407440185547,91.59721
2024-03-19,89.37686157226562,91.44609
2024-03-20,90.35062408447266,91.910255
2024-03-21,91.41336822509766,92.73006
2024-03-22,94.2667007446289,93.72604
2024-03-25,94.97952270507812,95.55015
2024-03-26,92.53910064697266,97.001495
2024-03-27,90.22865295410156,96.65909
2024-03-28,90.33462524414062,95.12381
2024-04-01,90.34162139892578,94.09037
2024-04-02,89.43083953857422,93.62146
2024-04-03,88.94295501708984,93.10482
2024-04-04,85.88467407226562,92.63369
2024-04-05,87.9871826171875,91.07146
2024-04-08,87.11238861083984,90.94084
2024-04-09,85.33380126953125,90.74756
2024-04-10,87.0184097290039,89.87652
2024-04-11,90.59456634521484,90.00494
2024-04-12,88.1651382446289,91.80312
2024-04-15,85.98065185546875,92.038605
2024-04-16,87.39432525634766,90.93168
2024-04-17,84.01512145996094,90.65621
2024-04-18,84.65097045898438,89.16275
2024-04-19,76.18197631835938,88.40626
2024-04-22,79.49919128417969,84.44157
2024-04-23,82.40350341796875,83.12612
2024-04-24,79.65814971923828,84.145325
2024-04-25,82.61246490478516,83.993576
2024-04-26,87.71424865722656,85.00447
2024-04-29,87.73624420166016,87.9687
2024-04-30,86.38156127929688,89.94833
2024-05-01,83.02135467529297,90.24177
2024-05-02,85.79669952392578,88.57708
2024-05-03,88.76799774169922,88.46349
2024-05-06,92.11820220947266,89.95963
2024-05-07,90.53257751464844,92.56796
2024-05-08,90.39061737060547,93.536514
2024-05-09,88.72601318359375,93.71052
2024-05-10,89.85673522949219,92.9067
2024-05-13,90.37762451171875,92.76829
2024-05-14,91.33439636230469,93.04296
2024-05-15,94.60760498046875,93.713326
2024-05-16,94.33667755126953,95.59977
2024-05-17,92.45712280273438,96.746635
2024-05-20,94.75757598876953,96.43124
2024-05-21,95.36344146728516,96.97743
2024-05-22,94.92754364013672,97.67581
2024-05-23,103.77445220947266,97.909096
2024-05-24,106.44381713867188,101.80936
2024-05-28,113.87405395507812,105.74652
2024-05-29,114.79783630371094,111.14072
2024-05-30,110.47386169433594,114.67093
2024-05-31,109.60707092285156,114.3336
2024-06-03,114.97279357910156,113.034424
2024-06-04,116.40946197509766,114.43561
2024-06-05,122.4110336303711,116.30632
2024-06-06,120.96937561035156,120.07172
2024-06-07,120.85940551757812,121.8293
2024-06-10,121.76119232177734,122.4048
2024-06-11,120.89132690429688,122.86793
2024-06-12,125.18065643310547,122.70777
2024-06-13,129.58998107910156,124.383766
2024-06-14,131.85964965820312,127.51415
2024-06-17,130.95977783203125,130.44872
2024-06-18,135.55906677246094,131.6036
2024-06-20,130.75979614257812,133.87396
2024-06-21,126.55045318603516,133.15808
2024-06-24,118.09175872802734,130.47366
2024-06-25,126.07051849365234,125.047844
2024-06-26,126.38048553466797,125.14046
2024-06-27,123.9708480834961,126.3063
2024-06-28,123.52091979980469,126.21593
2024-07-01,124.28080749511719,125.8079
2024-07-02,122.65105438232422,125.84642
2024-07-03,128.26019287109375,125.22567
2024-07-05,125.8105697631836,127.19705
2024-07-08,128.18019104003906,127.614296
2024-07-09,131.35972595214844,128.6113
2024-07-10,134.88917541503906,130.56734
2024-07-11,127.38033294677734,133.27083
2024-07-12,129.2200469970703,131.58649
2024-07-15,128.420166015625,130.7265
2024-07-16,126.34048461914062,129.99438
2024-07-17,117.97177124023438,128.7573
2024-07-18,121.0712890625,124.44246
2024-07-19,117.91178894042969,122.97737
2024-07-22,123.52091979980469,121.32386
2024-07-23,122.5710678100586,122.91305
2024-07-24,114.23235321044922,123.937675
2024-07-25,112.26265716552734,120.83183
